apcs1-100	g45-03	3600.35	149967	278144	85.47	48622	414602	0.108652
apcs1-100	g45-04	3600.28	211418	289183	36.7826	67360	391982	0.0987141
apcs1-100	g45-05	3600.24	168926	270928	60.3824	83155	360017	0.101392
apcs1-100	g45-06	3600.4	126826	203224	60.2379	87227	293078	0.082395
apcs1-100	g45-07	3600.2	165937	287841	73.4641	142329	419803	0.0789243
apcs1-100	g45-08	3600.16	153660	255682	66.3938	170692	443740	0.0542736
apcs1-100	g45-09	3600.21	144657	385643	166.591	66778	530893	0.107746
apcs1-100	g45-10	3600.22	122138	175731	43.8787	234544	298284	0.0663069
apcs1-100	g50-01	3600.37	125189	196570	57.0182	96292	281666	0.090814
apcs1-100	g50-02	3600.25	105182	201669	91.7337	79223	299889	0.0928478
apcs1-100	g50-03	3600.15	124656	270356	116.881	179007	398280	0.0723272
apcs1-100	g50-04	3600.32	147533	256944	74.1605	85325	358271	0.0937762
apcs1-100	g50-05	3600.38	214072	390298	82.321	62212	505279	0.113158
apcs1-100	g50-06	3600.37	130726	324410	148.161	75086	458582	0.0905314
apcs1-100	g50-07	3600.22	114565	213548	86.3986	127108	396185	0.0810626
apcs1-100	g50-08	3600.21	177492	253707	42.9398	139111	357967	0.080342
apcs1-100	g50-09	3600.32	127052	206855	62.8111	57197	275356	0.0945522
apcs1-100	g50-10	3600.23	114770	259169	125.816	121653	348071	0.0790945
apcs1-100	h30-01	3601.34	137139	175432	27.9226	73552	253525	0.210057
apcs1-100	h30-02	3601.12	86567.3	132158	52.6647	98259	207778	0.193682
apcs1-100	h30-03	3601.09	76175.6	109689	43.9943	109690	208770	0.174124
apcs1-100	h30-04	3601.61	199177	286231	43.7067	36776	397636	0.224147
apcs1-100	h30-05	3602.03	157652	246321	56.243	39241	372640	0.255246
apcs1-100	h30-06	3600.93	119150	233438	95.9197	75889	369383	0.191767
apcs1-100	h30-07	3600.74	116956	209098	78.7841	118094	335053	0.176514
apcs1-100	h30-08	3601	194083	285224	46.9602	42826	389955	0.461654
apcs1-100	h30-09	3601.51	119256	163849	37.3921	107289	267252	0.200054
apcs1-100	h30-10	3601.16	97798.1	149556	52.9237	70905	224846	0.22064
apcs1-100	h35-01	3601.69	144641	180858	25.0394	62617	265828	0.223262
apcs1-100	h35-02	3601.68	136725	224206	63.9833	41170	321722	0.248095
apcs1-100	h35-03	3601.5	110429	189246	71.3733	46190	291616	0.262106
apcs1-100	h35-04	3600.7	116290	191514	64.6863	81010	357870	0.195541
apcs1-100	h35-05	3600.84	178186	317709	78.3017	50483	461165	0.25758
apcs1-100	h35-06	3601.27	145482	234065	60.8892	33586	329286	0.257868
apcs1-100	h35-07	3601.52	115392	156678	35.7791	58850	271291	0.238762
apcs1-100	h35-08	3603.61	112598	145767	29.4578	48015	244599	0.281112
apcs1-100	h35-09	3602.42	138885	263019	89.3792	29147	365934	0.294526
apcs1-100	h35-10	3600.92	116838	165875	41.9696	118675	326899	0.175354
apcs1-100	h40-01	3603.37	126630	229947	81.5904	19028	316012	0.470395
apcs1-100	h40-02	3601.25	165359	275702	66.7299	51754	399946	0.256028
apcs1-100	h40-03	3602.04	158623	329056	107.445	30897	463965	0.275173
apcs1-100	h40-04	3601.1	146135	283730	94.1565	40736	448538	0.296688
apcs1-100	h40-05	3608.17	138050	175476	27.1105	33873	220345	0.319645
apcs1-100	h40-06	3603.37	153600	318581	107.41	29529	456855	0.289358
